time,wx,wy,wz
147.615,-1.07,0.10,0.53
147.617,-1.20,0.25,0.62
147.619,-1.34,0.41,0.69
147.621,-1.46,0.55,0.75
147.647,-1.57,0.66,0.77
147.648,-1.66,0.72,0.78
147.648,-1.73,0.77,0.79
147.648,-1.79,0.79,0.78
147.648,-1.86,0.78,0.78
147.648,-1.95,0.76,0.77
147.648,-2.04,0.73,0.78
147.648,-2.14,0.72,0.80
147.648,-2.23,0.72,0.83
147.649,-2.31,0.75,0.87
147.649,-2.36,0.81,0.92
147.649,-2.40,0.89,0.97
147.651,-2.40,0.99,1.01
147.654,-2.39,1.07,1.04
147.656,-2.35,1.14,1.07
147.658,-2.29,1.20,1.07
147.661,-2.21,1.24,1.06
147.663,-2.12,1.26,1.04
147.667,-2.02,1.26,1.00
147.668,-1.92,1.27,0.94
147.670,-1.81,1.28,0.88
147.672,-1.70,1.30,0.81
147.675,-1.59,1.29,0.74
147.678,-1.50,1.29,0.67
147.679,-1.43,1.24,0.60
147.682,-1.38,1.18,0.54
147.684,-1.34,1.09,0.48
147.686,-1.31,1.00,0.44
147.688,-1.30,0.91,0.39
147.691,-1.30,0.85,0.35
147.695,-1.31,0.79,0.31
147.697,-1.33,0.72,0.28
147.698,-1.35,0.66,0.25
147.700,-1.38,0.61,0.22
147.703,-1.40,0.58,0.19
147.705,-1.42,0.56,0.17
147.707,-1.44,0.56,0.15
147.710,-1.46,0.57,0.13
147.713,-1.48,0.58,0.11
147.715,-1.49,0.57,0.10
147.717,-1.51,0.59,0.09
147.719,-1.53,0.59,0.08
147.721,-1.56,0.60,0.08
147.724,-1.57,0.62,0.08
147.726,-1.59,0.65,0.08
147.729,-1.60,0.69,0.09
147.731,-1.60,0.71,0.09
147.734,-1.60,0.74,0.09
147.735,-1.59,0.77,0.10
147.737,-1.58,0.79,0.10
147.740,-1.56,0.81,0.12
147.742,-1.54,0.84,0.13
147.744,-1.51,0.86,0.14
147.747,-1.48,0.90,0.16
147.749,-1.45,0.92,0.18
147.751,-1.42,0.94,0.20
147.754,-1.39,0.93,0.23
147.757,-1.37,0.92,0.26
147.762,-1.35,0.91,0.28
147.762,-1.33,0.89,0.30
147.766,-1.31,0.89,0.31
147.767,-1.29,0.88,0.32
147.768,-1.26,0.88,0.33
147.770,-1.24,0.88,0.34
147.773,-1.22,0.89,0.35
147.796,-1.20,0.91,0.36
147.797,-1.17,0.92,0.36
147.797,-1.15,0.94,0.35
147.797,-1.13,0.96,0.35
147.797,-1.11,0.99,0.33
147.798,-1.10,1.02,0.32
147.798,-1.09,1.06,0.31
147.798,-1.08,1.12,0.29
147.798,-1.07,1.17,0.28
147.799,-1.08,1.22,0.27
147.799,-1.08,1.28,0.25
147.800,-1.09,1.33,0.23
147.802,-1.10,1.39,0.21
147.805,-1.11,1.44,0.19
147.808,-1.12,1.49,0.18
147.809,-1.12,1.53,0.16
147.812,-1.13,1.56,0.14
147.815,-1.13,1.59,0.13
147.816,-1.12,1.62,0.11
147.819,-1.12,1.64,0.10
147.821,-1.11,1.66,0.09
147.824,-1.10,1.68,0.08
147.826,-1.09,1.69,0.07
147.828,-1.08,1.68,0.06
147.831,-1.08,1.68,0.06
147.834,-1.08,1.67,0.05
147.835,-1.08,1.66,0.04
147.837,-1.08,1.64,0.04
147.840,-1.07,1.61,0.03
147.847,-1.07,1.57,0.03
147.848,-1.07,1.52,0.02
147.848,-1.06,1.47,0.02
147.850,-1.06,1.41,0.02
147.851,-1.05,1.36,0.01
147.854,-1.05,1.30,0.01
147.856,-1.05,1.25,-0.00
147.858,-1.05,1.21,-0.01
147.861,-1.05,1.18,-0.02
147.863,-1.05,1.15,-0.02
147.865,-1.04,1.14,-0.02
147.868,-1.04,1.14,-0.03
147.870,-1.04,1.14,-0.05
147.872,-1.04,1.14,-0.05
147.878,-1.05,1.14,-0.06
147.878,-1.05,1.15,-0.06
147.880,-1.07,1.15,-0.07
147.882,-1.08,1.17,-0.07
147.884,-1.09,1.18,-0.07
147.886,-1.11,1.19,-0.07
147.889,-1.12,1.21,-0.07
147.912,-1.13,1.22,-0.06
147.913,-1.14,1.23,-0.06
147.913,-1.15,1.24,-0.06
147.913,-1.16,1.24,-0.06
147.913,-1.17,1.24,-0.06
147.913,-1.18,1.23,-0.06
147.914,-1.18,1.21,-0.06
147.914,-1.18,1.19,-0.07
147.914,-1.17,1.17,-0.07
147.914,-1.17,1.14,-0.08
147.914,-1.16,1.12,-0.09
147.917,-1.16,1.10,-0.09
147.919,-1.15,1.07,-0.10
147.921,-1.14,1.05,-0.11
147.923,-1.14,1.02,-0.12
147.926,-1.12,1.00,-0.13
147.929,-1.11,0.97,-0.14
147.934,-1.10,0.94,-0.16
147.934,-1.07,0.93,-0.17
147.935,-1.05,0.92,-0.18
147.938,-1.02,0.93,-0.20
147.940,-0.99,0.94,-0.20
147.942,-0.97,0.95,-0.22
147.945,-0.94,0.96,-0.23
147.947,-0.92,0.99,-0.23
147.949,-0.90,1.00,-0.24
147.951,-0.88,1.01,-0.25
147.954,-0.86,1.02,-0.26
147.956,-0.84,1.04,-0.28
147.959,-0.83,1.06,-0.29
147.961,-0.80,1.06,-0.30
147.963,-0.78,1.08,-0.32
147.965,-0.76,1.10,-0.33
147.968,-0.74,1.10,-0.34
147.970,-0.71,1.11,-0.34
147.972,-0.68,1.11,-0.35
147.975,-0.65,1.10,-0.35
147.977,-0.62,1.10,-0.34
147.980,-0.60,1.08,-0.33
147.982,-0.57,1.05,-0.31
147.984,-0.54,1.00,-0.29
147.987,-0.52,0.94,-0.28
147.989,-0.50,0.87,-0.26
147.992,-0.48,0.79,-0.24
147.994,-0.46,0.70,-0.22
147.996,-0.45,0.62,-0.21
147.999,-0.43,0.53,-0.19
148.001,-0.41,0.44,-0.17
148.003,-0.39,0.37,-0.16
148.005,-0.37,0.28,-0.15
148.007,-0.35,0.21,-0.14
148.010,-0.34,0.13,-0.12
148.012,-0.33,0.06,-0.11
148.014,-0.32,-0.02,-0.11
148.017,-0.31,-0.09,-0.11
148.019,-0.30,-0.15,-0.11
148.021,-0.28,-0.20,-0.11
148.024,-0.27,-0.23,-0.10
148.029,-0.24,-0.25,-0.10
148.030,-0.22,-0.25,-0.09
148.032,-0.19,-0.24,-0.09
148.034,-0.15,-0.21,-0.08
148.035,-0.11,-0.18,-0.07
148.038,-0.07,-0.13,-0.06
148.040,-0.01,-0.07,-0.05
148.061,0.04,-0.01,-0.04
148.061,0.11,0.03,-0.04
148.061,0.18,0.07,-0.04
148.061,0.26,0.09,-0.05
148.061,0.34,0.10,-0.05
148.061,0.42,0.11,-0.06
148.061,0.51,0.09,-0.07
148.062,0.59,0.06,-0.08
148.062,0.67,0.02,-0.09
148.064,0.74,-0.01,-0.10
148.065,0.81,-0.04,-0.10
148.068,0.88,-0.08,-0.10
148.070,0.94,-0.12,-0.10
148.072,1.02,-0.14,-0.10
148.075,1.10,-0.17,-0.10
148.077,1.18,-0.17,-0.10
148.083,1.28,-0.19,-0.11
148.083,1.38,-0.18,-0.12
148.084,1.49,-0.16,-0.13
148.086,1.60,-0.13,-0.13
148.089,1.70,-0.09,-0.14
148.091,1.80,-0.04,-0.15
148.094,1.88,0.01,-0.16
148.096,1.95,0.06,-0.17
148.098,2.02,0.10,-0.18
148.100,2.08,0.12,-0.19
148.103,2.14,0.14,-0.21
148.105,2.19,0.13,-0.22
148.107,2.25,0.12,-0.25
148.110,2.30,0.10,-0.27
148.114,2.35,0.06,-0.29
148.116,2.39,0.03,-0.31
148.117,2.43,-0.00,-0.33
148.119,2.47,-0.03,-0.35
148.122,2.51,-0.04,-0.35
148.124,2.55,-0.02,-0.34
148.126,2.58,0.02,-0.32
148.128,2.61,0.09,-0.30
148.131,2.63,0.16,-0.28
148.134,2.63,0.23,-0.25
148.135,2.62,0.30,-0.23
148.139,2.60,0.35,-0.20
148.140,2.57,0.39,-0.17
148.146,2.52,0.41,-0.16
148.147,2.48,0.41,-0.14
148.147,2.43,0.38,-0.13
148.155,2.39,0.33,-0.12
148.155,2.35,0.27,-0.12
148.155,2.31,0.18,-0.12
148.157,2.28,0.08,-0.13
148.182,2.26,-0.04,-0.15
148.183,2.25,-0.17,-0.18
148.183,2.24,-0.31,-0.21
148.183,2.24,-0.44,-0.25
148.184,2.25,-0.57,-0.28
148.184,2.27,-0.68,-0.31
148.184,2.30,-0.77,-0.34
148.184,2.34,-0.84,-0.36
148.184,2.39,-0.88,-0.39
148.184,2.44,-0.88,-0.42
148.185,2.49,-0.87,-0.45
148.185,2.54,-0.85,-0.47
148.187,2.59,-0.82,-0.49
148.190,2.62,-0.78,-0.51
148.193,2.64,-0.74,-0.53
148.195,2.63,-0.68,-0.54
148.199,2.59,-0.64,-0.54
148.199,2.53,-0.59,-0.53
148.201,2.44,-0.55,-0.51
148.206,2.34,-0.52,-0.49
148.206,2.23,-0.47,-0.46
148.207,2.13,-0.44,-0.44
148.210,2.03,-0.42,-0.40
148.212,1.93,-0.43,-0.36
148.215,1.84,-0.43,-0.31
148.217,1.77,-0.45,-0.26
148.219,1.73,-0.47,-0.21
148.222,1.71,-0.46,-0.16
148.224,1.71,-0.43,-0.13
148.226,1.73,-0.38,-0.11
148.228,1.78,-0.30,-0.10
148.232,1.82,-0.22,-0.09
148.234,1.87,-0.14,-0.08
148.235,1.92,-0.07,-0.09
148.238,1.96,-0.02,-0.08
148.240,1.99,0.02,-0.09
148.243,2.01,0.03,-0.09
148.245,2.02,0.04,-0.10
148.248,2.02,0.03,-0.11
148.251,2.02,0.03,-0.11
148.252,2.02,0.02,-0.12
148.254,2.01,0.01,-0.12
148.256,2.02,-0.03,-0.12
148.259,2.02,-0.07,-0.12
148.261,2.01,-0.11,-0.12
148.264,2.01,-0.15,-0.13
148.266,2.01,-0.20,-0.13
148.268,2.01,-0.25,-0.12
148.270,2.01,-0.32,-0.12
148.273,2.01,-0.38,-0.11
148.275,2.01,-0.44,-0.10
148.281,2.02,-0.50,-0.09
148.282,2.03,-0.56,-0.08
148.283,2.03,-0.61,-0.07
148.285,2.03,-0.65,-0.07
148.287,2.04,-0.68,-0.06
148.290,2.04,-0.71,-0.05
148.292,2.05,-0.73,-0.05
148.319,2.04,-0.75,-0.06
148.320,2.02,-0.83,-0.05
148.320,1.99,-0.91,-0.04
148.320,1.95,-0.97,-0.02
148.320,1.91,-1.01,-0.01
148.321,1.86,-1.03,0.01
148.321,1.82,-1.06,0.02
148.321,1.77,-1.08,0.04
148.321,1.72,-1.11,0.05
148.321,1.68,-1.14,0.07
148.321,1.65,-1.16,0.08
148.322,1.62,-1.18,0.09
148.341,1.59,-1.19,0.10
148.342,1.56,-1.19,0.11
148.342,1.53,-1.19,0.11
148.342,1.50,-1.20,0.10
148.343,1.47,-1.21,0.09
148.343,1.44,-1.21,0.09
148.343,1.42,-1.21,0.08
148.344,1.39,-1.22,0.08
148.344,1.36,-1.23,0.08
148.345,1.34,-1.24,0.08
148.346,1.31,-1.24,0.08
148.347,1.29,-1.25,0.07
148.350,1.27,-1.23,0.07
148.352,1.25,-1.21,0.07
148.354,1.23,-1.21,0.06
148.356,1.20,-1.20,0.05
148.359,1.17,-1.19,0.04
148.361,1.13,-1.17,0.04
148.363,1.09,-1.15,0.03
148.366,1.05,-1.13,0.03
148.368,1.00,-1.11,0.04
148.370,0.96,-1.08,0.03
148.373,0.91,-1.05,0.03
148.375,0.86,-1.01,0.04
148.381,0.81,-0.97,0.04
148.381,0.76,-0.91,0.05
148.382,0.71,-0.87,0.06
148.384,0.65,-0.81,0.07
148.387,0.60,-0.76,0.08
148.389,0.54,-0.72,0.09
148.392,0.48,-0.68,0.10
148.416,0.42,-0.65,0.12
148.417,0.36,-0.63,0.14
148.417,0.29,-0.61,0.16
148.417,0.22,-0.60,0.20
148.418,0.15,-0.60,0.22
148.418,0.07,-0.61,0.25
148.418,-0.00,-0.63,0.28
148.418,-0.08,-0.64,0.30
148.418,-0.16,-0.66,0.33
148.418,-0.23,-0.67,0.35
148.418,-0.31,-0.69,0.37
148.419,-0.39,-0.71,0.38
148.421,-0.47,-0.73,0.39
148.424,-0.55,-0.75,0.40
148.427,-0.62,-0.78,0.40
148.428,-0.69,-0.81,0.39
148.431,-0.76,-0.83,0.39
148.436,-0.82,-0.86,0.38
148.436,-0.88,-0.87,0.37
148.438,-0.95,-0.89,0.36
148.440,-1.01,-0.91,0.36
148.442,-1.07,-0.94,0.35
148.445,-1.13,-0.96,0.34
148.448,-1.19,-0.99,0.33
148.449,-1.25,-1.02,0.32
148.452,-1.30,-1.06,0.31
148.454,-1.35,-1.10,0.30
148.456,-1.39,-1.14,0.29
148.459,-1.42,-1.16,0.27
148.461,-1.44,-1.19,0.25
148.463,-1.46,-1.21,0.22
148.466,-1.47,-1.21,0.18
148.468,-1.47,-1.23,0.15
148.470,-1.46,-1.25,0.11
148.473,-1.44,-1.28,0.07
148.475,-1.42,-1.32,0.03
148.478,-1.39,-1.38,-0.01
148.480,-1.35,-1.45,-0.06
148.482,-1.30,-1.53,-0.10
148.485,-1.25,-1.63,-0.14
148.487,-1.19,-1.73,-0.19
148.489,-1.12,-1.83,-0.23
148.491,-1.05,-1.95,-0.27
148.495,-0.97,-2.09,-0.30
148.496,-0.88,-2.24,-0.33
148.498,-0.79,-2.39,-0.35
148.501,-0.70,-2.52,-0.36
148.503,-0.60,-2.61,-0.37
148.505,-0.49,-2.68,-0.37
148.509,-0.37,-2.70,-0.36
148.511,-0.24,-2.68,-0.34
148.513,-0.11,-2.63,-0.32
148.515,0.02,-2.54,-0.29
148.517,0.14,-2.40,-0.26
148.520,0.25,-2.23,-0.22
148.522,0.33,-2.03,-0.17
148.524,0.40,-1.78,-0.12
148.526,0.45,-1.53,-0.06
148.529,0.49,-1.27,0.00
148.531,0.52,-1.01,0.07
148.533,0.55,-0.76,0.13
148.536,0.57,-0.54,0.19
148.538,0.61,-0.34,0.24
148.541,0.66,-0.17,0.28
148.543,0.71,-0.05,0.33
148.548,0.75,0.05,0.36
148.549,0.80,0.10,0.38
148.550,0.86,0.12,0.41
148.557,0.90,0.10,0.42
148.557,0.95,0.04,0.43
148.557,0.99,-0.04,0.43
148.559,1.04,-0.15,0.42
148.580,1.07,-0.25,0.42
148.580,1.11,-0.36,0.41
148.580,1.14,-0.47,0.38
148.581,1.16,-0.56,0.36
148.581,1.17,-0.64,0.32
148.581,1.15,-0.70,0.26
148.581,1.10,-0.73,0.21
148.581,1.01,-0.68,0.15
148.581,0.89,-0.57,0.09
148.583,0.73,-0.37,0.05
148.584,0.54,-0.08,0.02
148.587,0.32,0.28,0.00
148.589,0.07,0.68,-0.01
148.591,-0.19,1.10,-0.02
148.595,-0.45,1.48,-0.04
148.596,-0.67,1.82,-0.06
148.599,-0.86,2.06,-0.07
148.604,-0.99,2.21,-0.06
148.605,-1.07,2.28,-0.05
148.605,-1.11,2.30,-0.04
148.607,-1.10,2.28,-0.02
148.610,-1.07,2.21,-0.01
148.612,-1.01,2.11,0.01
148.616,-0.94,1.98,0.01
148.617,-0.86,1.79,0.01
148.620,-0.77,1.53,-0.00
148.622,-0.69,1.21,-0.02
148.624,-0.62,0.84,-0.06
148.626,-0.54,0.44,-0.11
148.629,-0.47,0.03,-0.17
148.631,-0.41,-0.35,-0.22
148.635,-0.35,-0.67,-0.27
148.636,-0.31,-0.93,-0.30
148.638,-0.29,-1.10,-0.33
148.640,-0.30,-1.20,-0.35
148.642,-0.33,-1.25,-0.35
148.645,-0.38,-1.24,-0.35
148.647,-0.45,-1.18,-0.33
148.650,-0.53,-1.07,-0.31
148.652,-0.63,-0.93,-0.29
148.655,-0.73,-0.77,-0.28
148.657,-0.85,-0.59,-0.26
148.659,-0.98,-0.38,-0.23
148.665,-1.09,-0.18,-0.21
148.665,-1.19,0.04,-0.18
148.666,-1.27,0.23,-0.15
148.668,-1.35,0.41,-0.11
148.671,-1.42,0.55,-0.05
148.673,-1.49,0.67,0.01
148.675,-1.57,0.76,0.09
148.705,-1.66,0.85,0.16
148.706,-1.74,0.88,0.21
148.706,-1.81,0.87,0.26
148.706,-1.86,0.82,0.30
148.706,-1.90,0.75,0.34
148.706,-1.94,0.66,0.38
148.707,-1.96,0.56,0.42
148.707,-1.97,0.47,0.46
148.707,-1.97,0.39,0.49
148.707,-1.97,0.34,0.52
148.707,-1.96,0.29,0.55
148.707,-1.93,0.26,0.57
148.708,-1.89,0.22,0.60
148.709,-1.83,0.18,0.61
148.710,-1.76,0.13,0.62
148.713,-1.68,0.06,0.62
148.716,-1.60,-0.02,0.61
148.723,-1.51,-0.10,0.58
148.723,-1.41,-0.19,0.54
148.723,-1.31,-0.27,0.50
148.724,-1.21,-0.32,0.45
148.726,-1.12,-0.38,0.40
148.729,-1.05,-0.42,0.35
148.731,-0.99,-0.46,0.31
148.734,-0.94,-0.50,0.27
148.736,-0.89,-0.52,0.24
148.738,-0.86,-0.50,0.22
148.740,-0.84,-0.46,0.20
148.742,-0.83,-0.42,0.19
148.745,-0.84,-0.35,0.18
148.747,-0.86,-0.26,0.16
148.750,-0.89,-0.19,0.15
148.752,-0.92,-0.11,0.13
148.755,-0.96,-0.04,0.12
148.757,-1.00,0.02,0.12
148.759,-1.05,0.08,0.12
148.767,-1.10,0.14,0.11
148.767,-1.15,0.20,0.11
148.768,-1.20,0.26,0.12
148.768,-1.25,0.31,0.12
148.771,-1.29,0.35,0.13
148.773,-1.33,0.39,0.13
148.775,-1.37,0.43,0.14
148.778,-1.40,0.47,0.15
148.797,-1.42,0.50,0.15
148.798,-1.44,0.53,0.16
148.798,-1.45,0.56,0.16
148.798,-1.45,0.60,0.16
148.798,-1.44,0.63,0.17
148.798,-1.43,0.67,0.17
148.798,-1.41,0.70,0.18
148.798,-1.39,0.73,0.19
148.799,-1.37,0.75,0.20
148.801,-1.35,0.76,0.22
148.803,-1.32,0.77,0.23
148.805,-1.29,0.77,0.24
148.808,-1.26,0.77,0.24
148.810,-1.23,0.76,0.25
148.812,-1.20,0.74,0.26
148.815,-1.17,0.71,0.26
148.817,-1.14,0.69,0.26
148.820,-1.12,0.67,0.26
148.822,-1.10,0.63,0.26
148.824,-1.08,0.60,0.26
148.826,-1.07,0.57,0.25
148.829,-1.05,0.52,0.25
148.832,-1.05,0.47,0.24
148.834,-1.04,0.42,0.23
148.836,-1.04,0.38,0.23
148.838,-1.04,0.34,0.22
148.840,-1.04,0.30,0.21
148.843,-1.04,0.26,0.20
148.846,-1.04,0.25,0.19
148.847,-1.04,0.23,0.18
148.850,-1.05,0.22,0.18
148.852,-1.06,0.22,0.17
148.855,-1.06,0.22,0.17
148.857,-1.06,0.22,0.16
148.859,-1.06,0.22,0.15
148.862,-1.07,0.23,0.15
148.864,-1.06,0.24,0.15
148.866,-1.07,0.26,0.14
148.869,-1.07,0.28,0.13
148.871,-1.07,0.30,0.12
148.873,-1.08,0.32,0.12
148.875,-1.07,0.34,0.11
148.878,-1.07,0.36,0.11
148.883,-1.07,0.37,0.10
148.883,-1.07,0.39,0.10
148.889,-1.08,0.39,0.09
148.889,-1.08,0.39,0.10
148.889,-1.08,0.39,0.09
148.892,-1.09,0.39,0.09
148.895,-1.10,0.39,0.10
148.924,-1.10,0.38,0.09
148.925,-1.12,0.36,0.09
148.925,-1.13,0.34,0.09
148.926,-1.14,0.32,0.08
148.926,-1.16,0.30,0.08
148.926,-1.17,0.27,0.07
148.926,-1.18,0.25,0.07
148.926,-1.19,0.22,0.06
148.926,-1.20,0.18,0.05
148.926,-1.21,0.15,0.04
148.926,-1.22,0.13,0.03
148.927,-1.23,0.09,0.02
148.927,-1.24,0.06,0.00
148.927,-1.25,0.04,-0.01
148.929,-1.26,0.01,-0.03
148.931,-1.26,-0.01,-0.04
148.934,-1.26,-0.01,-0.06
148.937,-1.26,-0.03,-0.08
148.938,-1.26,-0.04,-0.09
148.940,-1.27,-0.04,-0.11
148.943,-1.27,-0.03,-0.13
148.945,-1.27,-0.01,-0.14
148.947,-1.26,0.02,-0.15
148.950,-1.26,0.06,-0.17
148.953,-1.25,0.11,-0.17
148.955,-1.24,0.16,-0.18
148.957,-1.23,0.21,-0.19
148.959,-1.23,0.26,-0.19
148.961,-1.22,0.31,-0.19
148.964,-1.22,0.35,-0.19
148.966,-1.21,0.38,-0.19
148.969,-1.21,0.41,-0.19
148.971,-1.20,0.42,-0.19
148.973,-1.19,0.42,-0.19
148.977,-1.18,0.41,-0.19
148.978,-1.17,0.40,-0.19
148.980,-1.15,0.39,-0.19
148.982,-1.14,0.37,-0.19
148.986,-1.12,0.34,-0.20
148.987,-1.10,0.32,-0.21
148.989,-1.07,0.30,-0.22
148.992,-1.04,0.27,-0.24
148.995,-1.02,0.24,-0.26
148.997,-0.99,0.21,-0.28
148.998,-0.96,0.17,-0.30
149.001,-0.93,0.15,-0.32
149.003,-0.90,0.12,-0.35
149.006,-0.87,0.10,-0.37
149.008,-0.84,0.08,-0.39
149.010,-0.80,0.07,-0.41
149.014,-0.77,0.06,-0.43
149.016,-0.74,0.06,-0.44
149.021,-0.71,0.06,-0.45
149.021,-0.67,0.07,-0.46
149.022,-0.64,0.09,-0.46
149.025,-0.60,0.11,-0.46
149.027,-0.57,0.14,-0.45
149.029,-0.53,0.16,-0.44
149.035,-0.49,0.18,-0.42
149.036,-0.45,0.19,-0.40
149.036,-0.42,0.19,-0.38
149.038,-0.37,0.17,-0.36
149.041,-0.33,0.15,-0.34
149.045,-0.28,0.11,-0.33
149.045,-0.24,0.06,-0.31
149.073,-0.19,0.01,-0.30
149.074,-0.14,-0.05,-0.30
149.074,-0.10,-0.11,-0.29
149.074,-0.06,-0.17,-0.28
149.074,-0.02,-0.23,-0.28
149.074,0.01,-0.30,-0.27
149.074,0.04,-0.37,-0.27
149.074,0.06,-0.43,-0.27
149.074,0.08,-0.49,-0.27
149.075,0.10,-0.55,-0.27
149.075,0.11,-0.59,-0.28
149.075,0.13,-0.64,-0.28
149.077,0.15,-0.66,-0.29
149.078,0.18,-0.69,-0.29
149.080,0.21,-0.70,-0.31
149.082,0.25,-0.71,-0.32
149.085,0.30,-0.71,-0.34
149.088,0.35,-0.69,-0.35
149.090,0.41,-0.67,-0.37
149.092,0.48,-0.65,-0.38
149.095,0.55,-0.62,-0.40
149.097,0.63,-0.60,-0.42
149.099,0.71,-0.58,-0.44
149.103,0.79,-0.55,-0.45
149.104,0.87,-0.54,-0.45
149.106,0.95,-0.54,-0.45
149.108,1.01,-0.56,-0.45
149.110,1.08,-0.58,-0.44
149.113,1.14,-0.60,-0.43
149.115,1.22,-0.61,-0.42
149.119,1.30,-0.63,-0.41
149.121,1.38,-0.66,-0.41
149.123,1.46,-0.71,-0.42
149.124,1.55,-0.76,-0.44
149.127,1.64,-0.80,-0.45
149.129,1.71,-0.83,-0.48
149.132,1.79,-0.84,-0.51
149.134,1.85,-0.85,-0.54
149.137,1.90,-0.84,-0.57
149.139,1.96,-0.86,-0.60
149.141,2.01,-0.87,-0.63
149.144,2.06,-0.89,-0.65
149.145,2.12,-0.93,-0.67
149.152,2.17,-0.96,-0.70
149.152,2.24,-1.02,-0.71
149.155,2.30,-1.07,-0.73
149.155,2.37,-1.12,-0.74
149.157,2.44,-1.15,-0.74
149.159,2.52,-1.17,-0.73
149.185,2.60,-1.16,-0.71
149.185,2.68,-1.13,-0.69
149.186,2.76,-1.07,-0.66
149.186,2.83,-0.98,-0.63
149.186,2.88,-0.87,-0.59
149.186,2.91,-0.75,-0.55
149.186,2.92,-0.62,-0.49
149.186,2.91,-0.49,-0.43
149.186,2.88,-0.37,-0.37
149.186,2.83,-0.25,-0.31
149.187,2.77,-0.16,-0.25
149.188,2.70,-0.08,-0.19
149.189,2.62,-0.04,-0.14
149.192,2.54,-0.03,-0.09
149.195,2.46,-0.05,-0.06
149.196,2.38,-0.10,-0.03
149.199,2.31,-0.18,-0.02
149.203,2.25,-0.27,-0.01
149.203,2.20,-0.37,-0.00
149.206,2.17,-0.48,0.01
149.208,2.16,-0.59,0.02
149.210,2.15,-0.69,0.03
149.213,2.16,-0.78,0.04
149.215,2.19,-0.88,0.04
149.219,2.21,-0.97,0.05
149.220,2.24,-1.05,0.06
149.222,2.27,-1.13,0.06
149.224,2.29,-1.21,0.06
149.227,2.30,-1.27,0.06
149.229,2.30,-1.33,0.05
149.231,2.29,-1.36,0.04
149.234,2.26,-1.39,0.03
149.236,2.22,-1.41,0.03
149.239,2.17,-1.44,0.02
149.241,2.12,-1.47,0.02
149.243,2.06,-1.48,0.03
149.245,2.00,-1.52,0.04
149.248,1.94,-1.56,0.05
149.250,1.87,-1.61,0.08
149.252,1.80,-1.67,0.12
149.255,1.73,-1.72,0.17
149.257,1.67,-1.77,0.23
149.260,1.62,-1.80,0.28
149.262,1.59,-1.84,0.34
149.265,1.56,-1.86,0.38
149.267,1.55,-1.85,0.42
149.269,1.56,-1.83,0.45
149.272,1.57,-1.78,0.47
149.273,1.60,-1.73,0.49
149.276,1.63,-1.68,0.50
149.278,1.66,-1.61,0.50
149.280,1.70,-1.54,0.50
149.286,1.73,-1.49,0.50
149.286,1.76,-1.45,0.51
149.288,1.78,-1.43,0.51
149.292,1.79,-1.42,0.51
149.293,1.81,-1.44,0.50
149.295,1.81,-1.48,0.50
149.297,1.81,-1.53,0.50
149.325,1.81,-1.60,0.49
149.325,1.81,-1.68,0.50
149.326,1.80,-1.78,0.51
149.326,1.80,-1.87,0.52
149.326,1.79,-1.98,0.54
149.326,1.79,-2.08,0.55
149.326,1.78,-2.17,0.57
149.326,1.78,-2.26,0.59
149.326,1.78,-2.35,0.61
149.326,1.78,-2.44,0.64
149.326,1.79,-2.52,0.67
149.327,1.79,-2.59,0.69
149.328,1.79,-2.64,0.71
149.329,1.79,-2.68,0.73
149.331,1.79,-2.73,0.75
149.334,1.78,-2.79,0.77
149.336,1.76,-2.87,0.79
149.342,1.74,-2.94,0.81
149.342,1.71,-3.02,0.83
149.343,1.68,-3.09,0.84
149.345,1.65,-3.14,0.86
149.348,1.63,-3.17,0.87
149.350,1.60,-3.21,0.88
149.352,1.58,-3.24,0.87
149.355,1.58,-3.29,0.86
149.357,1.57,-3.32,0.85
149.359,1.56,-3.35,0.84
149.362,1.55,-3.38,0.83
149.364,1.55,-3.39,0.82
149.366,1.55,-3.38,0.81
149.368,1.56,-3.33,0.79
149.371,1.56,-3.28,0.76
149.373,1.54,-3.30,0.75
149.375,1.52,-3.32,0.74
149.378,1.49,-3.32,0.74
149.380,1.46,-3.31,0.73
149.383,1.44,-3.27,0.72
149.385,1.41,-3.24,0.72
149.387,1.39,-3.20,0.71
149.390,1.36,-3.17,0.71
149.392,1.34,-3.12,0.71
149.396,1.32,-3.08,0.71
149.397,1.29,-3.04,0.72
149.399,1.26,-2.99,0.72
149.402,1.24,-2.95,0.72
149.405,1.21,-2.90,0.72
149.408,1.18,-2.85,0.72
149.409,1.14,-2.80,0.72
149.411,1.11,-2.75,0.72
149.413,1.07,-2.69,0.72
149.419,1.03,-2.65,0.73
149.419,0.99,-2.59,0.73
149.421,0.94,-2.54,0.75
149.422,0.89,-2.49,0.76
149.425,0.84,-2.45,0.77
149.427,0.79,-2.40,0.79
149.429,0.73,-2.36,0.80
149.452,0.67,-2.31,0.81
149.453,0.60,-2.28,0.83
149.453,0.53,-2.29,0.85
149.453,0.46,-2.30,0.87
149.453,0.40,-2.31,0.88
149.454,0.34,-2.32,0.88
149.454,0.29,-2.32,0.90
149.454,0.24,-2.31,0.90
149.454,0.20,-2.29,0.91
149.454,0.17,-2.28,0.91
149.455,0.13,-2.27,0.90
149.457,0.10,-2.24,0.89
149.459,0.07,-2.20,0.88
149.462,0.04,-2.15,0.88
149.464,-0.00,-2.10,0.87
149.466,-0.05,-2.06,0.86
